id	docentId	name	photo	role	dept	SSID	CV	OrcID	pubLink	pubId
10032993	32993	Caratti Elena	https://www4.ceda.polimi.it/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_getfoto=evento&id_foto=5478121&__pj0=0&__pj1=9a9f88a17517530a587e2580b1fc2f89	Professore associato a tempo pieno	Dipartimento di Design	ICAR/13 - Disegno Industriale	/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_downloadcv=evento&id_cv=2987529&rnd=0.894911287692182	https://orcid.org/0000-0001-5119-4544	https://re.public.polimi.it/browse?type=author&sort_by=2&order=DESC&rpp=50&authority=rp18192	rp18192
10512844	Error									
10266800	Error									
10378656	Error									
10247466	247466	Cautela Cabirio	https://www4.ceda.polimi.it/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_getfoto=evento&id_foto=402027&__pj0=0&__pj1=6e5c6d1ca14314a7371eeb3b42fe36d7	Professore associato a tempo pieno	Dipartimento di Design	ICAR/13 - Disegno Industriale		https://orcid.org/0000-0002-5171-2935	https://re.public.polimi.it/browse?type=author&sort_by=2&order=DESC&rpp=50&authority=rp01186	rp01186
10038959	38959	Ceconello Mauro Attilio	https://www4.ceda.polimi.it/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_getfoto=evento&id_foto=400961&__pj0=0&__pj1=fbf1199a710227b47dd2f0fc875f042e	Professore associato a tempo pieno	Dipartimento di Design	ICAR/13 - Disegno Industriale	/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_downloadcv=evento&id_cv=2981576&rnd=0.9963312078198798	https://orcid.org/0000-0002-4217-5912	https://re.public.polimi.it/browse?type=author&sort_by=2&order=DESC&rpp=50&authority=rp10483	rp10483
10039089	39089	Celi Manuela	https://www4.ceda.polimi.it/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_getfoto=evento&id_foto=401837&__pj0=0&__pj1=cc39c220be384b0fde0e4b91486bafdb	Professore associato a tempo pieno	Dipartimento di Design	ICAR/13 - Disegno Industriale	/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_downloadcv=evento&id_cv=2983720&rnd=0.9128132663095794	https://orcid.org/0000-0001-9786-1138	https://re.public.polimi.it/browse?type=author&sort_by=2&order=DESC&rpp=50&authority=rp10517	rp10517
10039362	39362	Ceppi Giulio	https://www4.ceda.polimi.it/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_getfoto=evento&id_foto=9138220&__pj0=0&__pj1=1a9b427045e5952f850ddf6eaf44defb	Ricercatore universitario a tempo pieno	Dipartimento di Design	ICAR/13 - Disegno Industriale	/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_downloadcv=evento&id_cv=4986079&rnd=0.36792360750265396	https://orcid.org/0000-0002-8128-0803	https://re.public.polimi.it/browse?type=author&sort_by=2&order=DESC&rpp=50&authority=rp18480	rp18480
10041622	41622	Ciaga' Graziella Leyla	https://www4.ceda.polimi.it/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_getfoto=evento&id_foto=401985&__pj0=0&__pj1=6cb92150cfb2c20f2ae7e45c84ed2ad4	Ricercatore universitario a tempo pieno	Dipartimento di Design	ICAR/18 - Storia Dell'Architettura		https://orcid.org/0000-0001-5484-9956	https://re.public.polimi.it/browse?type=author&sort_by=2&order=DESC&rpp=50&authority=rp18572	rp18572
10186393	186393	Ciancia Mariana	https://www4.ceda.polimi.it/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_getfoto=evento&id_foto=4726574&__pj0=0&__pj1=7f5ed50dc594ad6d68e3f475ce80e700	Ricercatore legge 240/10 - t.det. a tempo definito	Dipartimento di Design	ICAR/13 - Disegno Industriale	/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_downloadcv=evento&id_cv=3379529&rnd=0.9140585983092566	https://orcid.org/0000-0001-8509-3776	https://re.public.polimi.it/browse?type=author&sort_by=2&order=DESC&rpp=50&authority=rp10163	rp10163
10259410	Error									
10185650	Error									
10042952	42952	Ciuccarelli Paolo	https://www4.ceda.polimi.it/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_getfoto=evento&id_foto=935244&__pj0=0&__pj1=5acc9a65ce562773a6a52109c5e11a9a	Professore associato a tempo pieno	Dipartimento di Design	ICAR/13 - Disegno Industriale		https://orcid.org/0000-0001-5831-5660	https://re.public.polimi.it/browse?type=author&sort_by=2&order=DESC&rpp=50&authority=rp13003	rp13003
10283078	Error									
10044225	44225	Collina Luisa Maria Virginia	https://www4.ceda.polimi.it/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_getfoto=evento&id_foto=401152&__pj0=0&__pj1=edef3598fbaf66de49108e3738af3ef9	Professore ordinario a tempo pieno	Dipartimento di Design	ICAR/13 - Disegno Industriale		https://orcid.org/0000-0003-0060-1423	https://re.public.polimi.it/browse?type=author&sort_by=2&order=DESC&rpp=50&authority=rp13086	rp13086
10044401	44401	Colombi Chiara	https://www4.ceda.polimi.it/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_getfoto=evento&id_foto=402127&__pj0=0&__pj1=3f1d854f36b1aed194c9d406edef3430	Professore associato a tempo definito	Dipartimento di Design	ICAR/13 - Disegno Industriale		https://orcid.org/0000-0001-5791-2746	https://re.public.polimi.it/browse?type=author&sort_by=2&order=DESC&rpp=50&authority=rp18665	rp18665
10279322	Error									
10000628	Error									
854320	Error									
10047247	47247	Conti Giovanni Maria	https://www4.ceda.polimi.it/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_getfoto=evento&id_foto=2708498&__pj0=0&__pj1=f69ccff9791b41e9dbfe0fa026773b8a	Professore associato a tempo pieno	Dipartimento di Design	ICAR/13 - Disegno Industriale	/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_downloadcv=evento&id_cv=982684&rnd=0.5200009813972137	https://orcid.org/0000-0003-2451-4172	https://re.public.polimi.it/browse?type=author&sort_by=2&order=DESC&rpp=50&authority=rp18715	rp18715
10047936	47936	Cordera Paola	https://www4.ceda.polimi.it/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_getfoto=evento&id_foto=8856089&__pj0=0&__pj1=4093428c1640236ba4f73c946c1aaf58	Ricercatore legge 240/10 - t.det. a tempo pieno	Dipartimento di Design	L-ART/04 - Museologia E Critica Artistica E Del Restauro	/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_downloadcv=evento&id_cv=3379532&rnd=0.241226144735751	https://orcid.org/0000-0001-6701-4392	https://re.public.polimi.it/browse?type=author&sort_by=2&order=DESC&rpp=50&authority=rp16758	rp16758
10049017	Error									
10049264	49264	Costa Fiammetta Carla Enrica	https://www4.ceda.polimi.it/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_getfoto=evento&id_foto=401423&__pj0=0&__pj1=4817f3cf56101ab1022686403f297a1c	Ricercatore universitario a tempo pieno	Dipartimento di Design	ICAR/13 - Disegno Industriale	/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_downloadcv=evento&id_cv=494555&rnd=0.9533732388316019	https://orcid.org/0000-0002-5568-0061	https://re.public.polimi.it/browse?type=author&sort_by=2&order=DESC&rpp=50&authority=rp13177	rp13177
10528540	528540	Crabu Stefano	https://www4.ceda.polimi.it/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_getfoto=evento&id_foto=9059619&__pj0=0&__pj1=b183a48a739576d91047a09ce65ed117	Ricercatore legge 240/10 - t.det. a tempo pieno	Dipartimento di Design	SPS/07 - Sociologia Generale		https://orcid.org/0000-0002-0180-716X	https://re.public.polimi.it/browse?type=author&sort_by=2&order=DESC&rpp=50&authority=rp28053	rp28053
10005957	Error									
10297942	Error									
10383366	Error									
10594396	Error									
10549974	Error									
861159	Error									
10506618	Error									
10266718	266718	De Lucchi Michele	https://www4.ceda.polimi.it/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_getfoto=evento&id_foto=402034&__pj0=0&__pj1=9f14c2cbae43f018db2fa190a4089d13	Professore ordinario a tempo definito	Dipartimento di Design	ICAR/13 - Disegno Industriale	/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_downloadcv=evento&id_cv=2695419&rnd=0.28353721816607913	https://orcid.org/0000-0002-5624-7489	https://re.public.polimi.it/browse?type=author&sort_by=2&order=DESC&rpp=50&authority=rp01682	rp01682
10555176	Error									
10056974	56974	De Paolis Roberto	https://www4.ceda.polimi.it/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_getfoto=evento&id_foto=401262&__pj0=0&__pj1=32e0d15799415bbd4971bf65281f26fe	Ricercatore universitario a tempo pieno	Dipartimento di Design	ICAR/13 - Disegno Industriale	/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_downloadcv=evento&id_cv=7042964&rnd=0.2526984211606286	https://orcid.org/0000-0001-6875-4595	https://re.public.polimi.it/browse?type=author&sort_by=2&order=DESC&rpp=50&authority=rp11781	rp11781
10194858	Error									
10000556	556	Dell'Acqua Bellavitis Arturo	https://www4.ceda.polimi.it/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_getfoto=evento&id_foto=400199&__pj0=0&__pj1=ffe51349302fc5785620bfec1854a277	Professore ordinario a tempo pieno	Dipartimento di Design	ICAR/13 - Disegno Industriale		https://orcid.org/0000-0002-1902-725X	https://re.public.polimi.it/browse?type=author&sort_by=2&order=DESC&rpp=50&authority=rp12071	rp12071
10057403	57403	Deserti Alessandro	https://www4.ceda.polimi.it/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_getfoto=evento&id_foto=401258&__pj0=0&__pj1=d02bf9eecc30ab02d135e3e62acf1439	Professore ordinario a tempo pieno	Dipartimento di Design	ICAR/13 - Disegno Industriale		https://orcid.org/0000-0002-1049-7650	https://re.public.polimi.it/browse?type=author&sort_by=2&order=DESC&rpp=50&authority=rp09946	rp09946
837850	Error									
10059375	59375	Di Prete Barbara	https://www4.ceda.polimi.it/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_getfoto=evento&id_foto=654609&__pj0=0&__pj1=4cc38ab364eda9c41de8c9abfd3df5c9	Ricercatore legge 240/10 - t.det. a tempo pieno	Dipartimento di Design	ICAR/13 - Disegno Industriale	/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_downloadcv=evento&id_cv=3395988&rnd=0.5271183866934244	https://orcid.org/0000-0001-9334-7019	https://re.public.polimi.it/browse?type=author&sort_by=2&order=DESC&rpp=50&authority=rp01568	rp01568
10298278	298278	Di Sabatino Peter Arthur	https://www4.ceda.polimi.it/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_getfoto=evento&id_foto=4309318&__pj0=0&__pj1=5b3fdc46fa011d3e0a138f879ae4f379	Professore associato a tempo pieno	Dipartimento di Design	ICAR/13 - Disegno Industriale	/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_downloadcv=evento&id_cv=3466767&rnd=0.9161040908492865	https://orcid.org/0000-0003-0962-3442	https://re.public.polimi.it/browse?type=author&sort_by=2&order=DESC&rpp=50&authority=rp07742	rp07742
10059920	59920	Dominoni Annalisa	https://www4.ceda.polimi.it/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_getfoto=evento&id_foto=401504&__pj0=0&__pj1=2d2314b5a7f6acad74dc91f7decb76a2	Ricercatore universitario a tempo pieno	Dipartimento di Design	ICAR/13 - Disegno Industriale	/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_downloadcv=evento&id_cv=2981174&rnd=0.724752139943505	https://orcid.org/0000-0003-1667-9786	https://re.public.polimi.it/browse?type=author&sort_by=2&order=DESC&rpp=50&authority=rp14744	rp14744
10444415	Error									
10329404	Error									
10582391	Error									
10268548	268548	Fassi Davide	https://www4.ceda.polimi.it/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_getfoto=evento&id_foto=1516263&__pj0=0&__pj1=2de1df86e2f6c01ace09a84db5bcbe0d	Professore associato a tempo pieno	Dipartimento di Design	ICAR/13 - Disegno Industriale	/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_downloadcv=evento&id_cv=6845092&rnd=0.41361189252919695	https://orcid.org/0000-0002-8436-5028	https://re.public.polimi.it/browse?type=author&sort_by=2&order=DESC&rpp=50&authority=rp01829	rp01829
871370	Error									
10064640	64640	Feraboli Maria Teresa	https://www4.ceda.polimi.it/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_getfoto=evento&id_foto=3836501&__pj0=0&__pj1=2beaef320fa47df0f20ed056a22c1c9e	Ricercatore legge 240/10 - t.det. a tempo pieno	Dipartimento di Design	ICAR/18 - Storia Dell'Architettura	/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_downloadcv=evento&id_cv=1410090&rnd=0.6720530677746818	https://orcid.org/0000-0003-4582-7602	https://re.public.polimi.it/browse?type=author&sort_by=2&order=DESC&rpp=50&authority=rp17014	rp17014
10299796	299796	Ferrara Maria Rita	https://www4.ceda.polimi.it/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_getfoto=evento&id_foto=1112414&__pj0=0&__pj1=cfa92eb55b05ebda7c68ce63f26bf149	Professore associato a tempo pieno	Dipartimento di Design	ICAR/13 - Disegno Industriale	/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_downloadcv=evento&id_cv=1113020&rnd=0.7413049925444765	https://orcid.org/0000-0002-4099-3137	https://re.public.polimi.it/browse?type=author&sort_by=2&order=DESC&rpp=50&authority=rp02298	rp02298
10066068	66068	Ferraris Silvia Deborah	https://www4.ceda.polimi.it/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_getfoto=evento&id_foto=4526166&__pj0=0&__pj1=46a7738036ee38db273e1f2661989099	Ricercatore universitario a tempo pieno	Dipartimento di Design	ICAR/13 - Disegno Industriale	/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_downloadcv=evento&id_cv=7802587&rnd=0.6742561560518199	https://orcid.org/0000-0003-3045-5359	https://re.public.polimi.it/browse?type=author&sort_by=2&order=DESC&rpp=50&authority=rp07661	rp07661
10193738	Error									
10066804	66804	Figiani Maurizio	https://www4.ceda.polimi.it/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_getfoto=evento&id_foto=401835&__pj0=0&__pj1=25932bfa98f4935d4e188320e1420868	Ricercatore universitario a tempo pieno	Dipartimento di Design	ICAR/13 - Disegno Industriale	/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_downloadcv=evento&id_cv=3839028&rnd=0.7014847433525253	https://orcid.org/0000-0002-0330-753X	https://re.public.polimi.it/browse?type=author&sort_by=2&order=DESC&rpp=50&authority=rp20251	rp20251
10067192	67192	Finessi Giuseppe	https://www4.ceda.polimi.it/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_getfoto=evento&id_foto=556915&__pj0=0&__pj1=464ed05fdfe696061b9931d487fd48bd	Professore associato a tempo pieno	Dipartimento di Design	ICAR/16 - Architettura Degli Interni E Allestimento		https://orcid.org/0000-0003-0633-5410	https://re.public.polimi.it/browse?type=author&sort_by=2&order=DESC&rpp=50&authority=rp20455	rp20455
10068035	Error									
839526	Error									
10201176	Error									
10072206	Error									
10000724	724	Galbiati Maria Luisa	https://www4.ceda.polimi.it/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_getfoto=evento&id_foto=400280&__pj0=0&__pj1=56e00458f15b63e80fd38a1b4ac6c359	Professore ordinario a tempo pieno	Dipartimento di Design	ICAR/13 - Disegno Industriale		https://orcid.org/0000-0002-4578-2072	https://re.public.polimi.it/browse?type=author&sort_by=2&order=DESC&rpp=50&authority=rp13667	rp13667
10072965	Error									
10199495	Error									
10187051	Error									
10645810	Error									
10194418	194418	Gerosa Giulia Maria	https://www4.ceda.polimi.it/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_getfoto=evento&id_foto=1251145&__pj0=0&__pj1=b802bdfb37e68d25935f46d602d0f1dc	Professore associato a tempo pieno	Dipartimento di Design	ICAR/13 - Disegno Industriale		https://orcid.org/0000-0003-3565-3370	https://re.public.polimi.it/browse?type=author&sort_by=2&order=DESC&rpp=50&authority=rp00520	rp00520
853702	Error									
10420823	Error									
10584608 	Error									
10308034	Error									
10262759	Error									
839231	Error									
10001192	1192	Guerrini Luca	https://www4.ceda.polimi.it/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_getfoto=evento&id_foto=435329&__pj0=0&__pj1=3af72beda70104a491cfb4e6485dd0b2	Professore associato a tempo pieno	Dipartimento di Design	ICAR/13 - Disegno Industriale	/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_downloadcv=evento&id_cv=574380&rnd=0.7382235790959486	https://orcid.org/0000-0001-9946-5219	https://re.public.polimi.it/browse?type=author&sort_by=2&order=DESC&rpp=50&authority=rp13216	rp13216
10245483	245483	Guida Francesco Ermanno	https://www4.ceda.polimi.it/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_getfoto=evento&id_foto=402385&__pj0=0&__pj1=52b468d205c24d0590ca41ccbb811a22	Ricercatore universitario a tempo pieno	Dipartimento di Design	ICAR/13 - Disegno Industriale	/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_downloadcv=evento&id_cv=494661&rnd=0.3789442045769079	https://orcid.org/0000-0003-3679-3367	https://re.public.polimi.it/browse?type=author&sort_by=2&order=DESC&rpp=50&authority=rp00283	rp00283
10510124	Error									
10543776	Error									
10551214	Error									
10547676	Error									
10085420	85420	Iannilli Valeria Maria	https://www4.ceda.polimi.it/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_getfoto=evento&id_foto=857935&__pj0=0&__pj1=2e61ebe17413f27d2d042d8a30bced3c	Professore associato a tempo pieno	Dipartimento di Design	ICAR/13 - Disegno Industriale	/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_downloadcv=evento&id_cv=6512634&rnd=0.05038503539999817	https://orcid.org/0000-0002-6042-8944	https://re.public.polimi.it/browse?type=author&sort_by=2&order=DESC&rpp=50&authority=rp13283	rp13283
10494163	Error									
10085871	85871	Ingaramo Matteo Oreste	https://www4.ceda.polimi.it/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_getfoto=evento&id_foto=2667970&__pj0=0&__pj1=38a23ee61c591488d55c657118cf5e92	Professore associato a tempo pieno	Dipartimento di Design	ICAR/13 - Disegno Industriale		https://orcid.org/0000-0002-6961-7477	https://re.public.polimi.it/browse?type=author&sort_by=2&order=DESC&rpp=50&authority=rp13292	rp13292
870971	Error									
10324308	Error									
10000853	853	Irace Fulvio	https://www4.ceda.polimi.it/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_getfoto=evento&id_foto=842911&__pj0=0&__pj1=33f31f2079526c7ee72e86e7779e4d67	Professore ordinario a tempo pieno	Dipartimento di Design	ICAR/18 - Storia Dell'Architettura		https://orcid.org/0000-0001-9938-2106	https://re.public.polimi.it/browse?type=author&sort_by=2&order=DESC&rpp=50&authority=rp13301	rp13301
10643587	Error									
0E9494	Error									
871343	Error									
10178452	Error									
10625584	Error									
853700	Error									
881131	Error									
10094331	94331	Lupo Eleonora	https://www4.ceda.polimi.it/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_getfoto=evento&id_foto=2783788&__pj0=0&__pj1=1b4a1d8ee494060a932b1ff2c626d20e	Professore associato a tempo pieno	Dipartimento di Design	ICAR/13 - Disegno Industriale		https://orcid.org/0000-0003-3677-0245	https://re.public.polimi.it/browse?type=author&sort_by=2&order=DESC&rpp=50&authority=rp20259	rp20259
10095252	95252	Maffei Stefano	https://www4.ceda.polimi.it/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_getfoto=evento&id_foto=2398888&__pj0=0&__pj1=eaa37bead5f3ef2135b482c3cb948e08	Professore ordinario a tempo pieno	Dipartimento di Design	ICAR/13 - Disegno Industriale		https://orcid.org/0000-0001-9820-1326	https://re.public.polimi.it/browse?type=author&sort_by=2&order=DESC&rpp=50&authority=rp13561	rp13561
10346545	346545	Maffeis Rodolfo	https://www4.ceda.polimi.it/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_getfoto=evento&id_foto=3957635&__pj0=0&__pj1=b5a381a0a5af1992d2507e101381e8b6	Ricercatore legge 240/10 - t.det. a tempo pieno	Dipartimento di Design	L-ART/02 - Storia Dell'Arte Moderna		https://orcid.org/0000-0001-8341-7044	https://re.public.polimi.it/browse?type=author&sort_by=2&order=DESC&rpp=50&authority=rp08227	rp08227
10095850	Error									
