dc.publisher.place;dc.type.referee;dc.publisher.country;item.collection;item.openaireRights;dc.subject.keywordsita;dc.language.iso;dc.subject.keywords;dc.identifier.uri;dc.date.issued;dc.type.full;dc.relation.ispartofbook;item.journal.title;dc.title;dc.relation.medium;dc.description.numberofauthors;dc.publisher.name;dc.authority.people;dc.type.circulation;;;;;;;;;;;;;;
-0;Esperti anonimi;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/openAccess;-0;eng;-0;http://hdl.handle.net/11311/1039819;2017;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;JOURNAL OF PEER PRODUCTION;"MAKERS AS A NEW WORK CONDITION BETWEEN
SELF-EMPLOYMENT AND COMMUNITY PEER-PRODUCTION.
INSIGHTS FROM A SURVEY ON MAKERS IN ITALY.";ELETTRONICO;4;-0;"menichinelli, massimo;bianchini, massimo;carosi, alessandra;maffei, stefano";-0;;;;;;;;;;;;;;
-0;Esperti anonimi;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/openAccess;-0;eng ita;;-0;http://hdl.handle.net/11311/1039998;2017;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;CULTURA E SCIENZE DEL COLORE / COLOR CULTURE AND SCIENCE;;Principles and applications. Consistency and experimentation in the work of Piero Bottoni, from the “Cromatismi” to Sesto San Giovanni - Principi e applicazioni. Coerenza e sperimentazione nell’opera di Piero Bottoni, dai “Cromatismi” a Sesto San Giovanni;ELETTRONICO;3;-0;Maria Pompeiana Iarossi;Giampiero Mele;Michela Rossi;-0;;;;;;;;;;;
-0;Comitato scientifico;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;eng;-0;http://hdl.handle.net/11311/1040685;2017;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;INTERNATIONAL JOURNAL OF ART & DESIGN EDUCATION;The design of stereotype and the image;ELETTRONICO;2;-0;M. Roxburgh;E. Caratti;-0;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;Design for policy, amministrazione locale, politiche di sviluppo locale, imprenditoria sociale;ita;-0;http://hdl.handle.net/11311/1041014;2017;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;QUADERNI DI RICERCA SULL'ARTIGIANATO;Nuove politiche di sviluppo locale. Il ruolo dell’imprenditoria sociale e del design for policy.;STAMPA;2;-0;"DI DIO, DENISE;M. Mortati";-0;;;;;;;;;;;;;;
-0;Esperti anonimi;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/openAccess;-0;eng;-0;http://hdl.handle.net/11311/1041230;2015;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;PROCEDIA MANUFACTURING;Ultrasound System Typologies, User Interfaces and Probes Design: A Review;ELETTRONICO;5;-0;"Andreoni, G;Mazzola, M;Matteoli, S;D’Onofrio, S;Forzoni, L.";-0;;;;;;;;;;;;;;
-0;Comitato scientifico;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;eng ita;;-0;http://hdl.handle.net/11311/1041957;2005;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;ABITARE;;L'A.N.G.E.L.O. DEL VINTAGE;STAMPA;1;-0;BERTOLA, P.;-0;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/openAccess;-0;eng;-0;http://hdl.handle.net/11311/1043178;2017;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;STRATEGIC DESIGN RESEARCH JOURNAL;Storiepossibili (possible stories): Measuring social networks and designing scenarios to address new urban questions;-0;4;-0;"GIUNTA, ELENA ENRICA;GALEAZZI, CHIARA;Agnese Rebaglio;SIMEONE, GIULIA";-0;;;;;;;;;;;;;;
-0;Esperti anonimi;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/openAccess;-0;eng;-0;http://hdl.handle.net/11311/1043419;2018;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;COMPUTER SUPPORTED COOPERATIVE WORK;Bottom-up Infrastructures: Aligning Politics and Technology in building a Wireless Community Network;STAMPA;2;-0;"Crabu, Stefano;Magaudda, Paolo";-0;;;;;;;;;;;;;;
-0;Esperti anonimi;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/openAccess;-0;eng;-0;http://hdl.handle.net/11311/1043446;2017;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;INTERNATIONAL JOURNAL OF FASHION STUDIES;In this issue;-0;3;-0;"Mora, Emanuela;Rocamora, Agnès;Volonté, Paolo";-0;;;;;;;;;;;;;;
-0;Esperti anonimi;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/openAccess;-0;ita;-0;http://hdl.handle.net/11311/1043447;2017;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;POLITICA & SOCIETÀ;Il contributo dell’Actor-Network Theory alla discussione sull’agency degli oggetti;-0;1;-0;P. Volonte';-0;;;;;;;;;;;;;;
-0;Esperti anonimi;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/openAccess;industria 4.0;ita;Ruolo del design;http://hdl.handle.net/11311/1043504;2017;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;MD JOURNAL;Ospedale 4.0: il ruolo del design nel progetto Apoteca;-0;2;-0;M. Ferrara;L. De Bartolomeis;-0;;;;;;;;;;;;;
-0;Esperti anonimi;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/openAccess;-0;eng;-0;http://hdl.handle.net/11311/1043509;2017;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;THE DESIGN JOURNAL;From Science to Design: the Design4Materials virtuous cycle;ELETTRONICO;5;-0;R. Carullo;C. Cecchini;M. Ferrara;C. Langella;S. Lucibello;-0;;;;;;;;;;
-0;Esperti non anonimi;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;architettura contemporanea;ita;;;;-0;http://hdl.handle.net/11311/1043727;AL ;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;;Parco della Preistoria a Rivolta d’Adda;STAMPA;1;-0;M. T. Feraboli;-0;;;;;;;;;;;
-0;Esperti non anonimi;-0;01.1 Articolo in Rivista;none;restauro;ita;;;;;-0;LA SCUOLA CLASSICA DI CREMONA;2002;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;LA SCUOLA CLASSICA DI CREMONA;I restauri del Duomo di Crema;STAMPA;1;-0;M. T. Feraboli;-0;;;;;;;;;;
-0;Esperti non anonimi;-0;01.1 Articolo in Rivista;none;razionalismo;ita;;;;-0;http://hdl.handle.net/11311/1043768;LA SCUOLA CLASSICA DI CREMONA;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;LA SCUOLA CLASSICA DI CREMONA;L’ingegner Carlo Gaudenzi. Un protagonista del moderno Cremona;STAMPA;1;-0;Feraboli M. T.;-0;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/openAccess;-0;eng;-0;http://hdl.handle.net/11311/1043900;2017;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;ID&A INTERACTION DESIGN & ARCHITECTURE(S);"A novel educational model based on ""knowing how to do"" paradigm implemented in an academic makerspace";ELETTRONICO;5;-0;M. Carulli;M. Bordegoni;M. Bianchini;P. Bolzan;S. Maffei;-0;;;;;;;;;;
-0;Comitato scientifico;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;eng;-0;http://hdl.handle.net/11311/1044089;2017;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;THE DESIGN JOURNAL;Aesthetics of futures. Shaping shared visions of tomorrow.;STAMPA;2;-0;M. Celi;E. Formia;-0;;;;;;;;;;;;;
-0;Esperti anonimi;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/openAccess;-0;ita;-0;http://hdl.handle.net/11311/1044124;2017;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;SALUTE E SOCIETÀ;Lavoro di cura e innovazione tecnoscientifica: il caso della medicina personalizzata;ELETTRONICO;1;-0;Crabu, Stefano;-0;;;;;;;;;;;;;;
-0;Esperti anonimi;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/openAccess;-0;eng;-0;http://hdl.handle.net/11311/1044125;2017;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;EASST REVIEW;Materiality, Politics and Infrastructuring Work;ELETTRONICO;2;-0;S. Crabu;A. Mongili;-0;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/openAccess;-0;ita;-0;http://hdl.handle.net/11311/1044126;2017;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;IL MULINO;Il consumo critico dei media digitali: le reti wireless comunitarie;STAMPA;2;-0;S. Crabu;P. Magaudda;-0;;;;;;;;;;;;;
-0;Esperti anonimi;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/openAccess;-0;ita;-0;http://hdl.handle.net/11311/1044127;2016;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;IMPRESA SOCIALE;Innovazione sociale e pratiche tecnoscientifiche: il caso delle reti wireless comunitarie;ELETTRONICO;2;-0;S. Crabu;P. Magaudda;-0;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/openAccess;-0;eng;Biomarkers; Clinical and experimental technomimicry; Ethnography; Oncology; Personalised medicine; Translational biomedicine; Health (social science); Sociology and Political Science;http://hdl.handle.net/11311/1044128;2016;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;SOCIAL THEORY & HEALTH;Translational biomedicine in action: Constructing biomarkers across laboratory and benchside;STAMPA;1;-0;Crabu, Stefano;-0;;;;;;;
-0;Esperti anonimi;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/openAccess;-0;ita;-0;http://hdl.handle.net/11311/1044129;2014;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;STUDI ORGANIZZATIVI;Allineare umani, tecnologie e saperi: il lavoro infrastrutturante negli ambienti tecnologicamente densi.;STAMPA;1;-0;Crabu, Stefano;-0;;;;;;;;;;;;;;
-0;Esperti anonimi;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/openAccess;-0;eng;-0;http://hdl.handle.net/11311/1044130;2014;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;TECNOSCIENZA;Nanomedicine in the making: Expectations, scientific narrations and materiality;ELETTRONICO;1;-0;S. Crabu;-0;;;;;;;;;;;;;;
-0;Esperti anonimi;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/openAccess;-0;eng;-0;http://hdl.handle.net/11311/1044155;2017;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;JOURNAL OF CONSUMER CULTURE;The thin ideal and the practice of fashion;-0;1;-0;Volonté, Paolo;-0;;;;;;;;;;;;;;
-0;Sì, ma tipo non specificato;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/openAccess;-0;eng;-0;http://hdl.handle.net/11311/1044376;2017;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;JOURNAL OF INTERNATIONAL SCIENTIFIC PUBLICATION: EDUCATIONAL ALTERNATIVES;THE EVALUATION OF TWO MASTER PROGRAMS CONTRIBUTING TO THE DEVELOPMENT OF INDUSTRY: IZMIR UNIVERSITY OF ECONOMICS AND POLITECNICO DI MILANO;ELETTRONICO;4;-0;"ERGUL, MUSTAFA EMRE;Andrea Ratti;Sebastiano Ercoli;Arianna Bionda";-0;;;;;;;;;;;;;;
-0;Sì, ma tipo non specificato;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/openAccess;-0;eng;-0;http://hdl.handle.net/11311/1044377;2017;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;AMERICAN JOURNAL OF MECHANICAL AND INDUSTRIAL ENGINEERING;An Evaluation of Furniture Making Methods for Yachts;ELETTRONICO;4;-0;Emre Ergul;Andrea Ratti;Sebastiano Ercoli;Arianna Bionda;-0;;;;;;;;;;;
-0;Comitato scientifico;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;Vittorio Gregotti;ita;-0;http://hdl.handle.net/11311/1044467;2017;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;AAA ITALIA;Gli Architetti Associati Gregotti - Meneghetti - Stoppino presso il CASVA: interni e allestimenti;STAMPA;;;;1;-0;M. T. Feraboli;-0;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;fotografia, architettura, storiografia, Cremona, Giovanni Muzio;ita;-0;http://hdl.handle.net/11311/1044469;2017;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;LA SCUOLA CLASSICA DI CREMONA;Fotografie per la storia dell’architettura cremonese;STAMPA;1;-0;FERABOLI, MARIA TERESA;-0;;;;;;;;;;;;;;
-0;Esperti anonimi;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/openAccess;-0;eng;-0;http://hdl.handle.net/11311/1044533;2017;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;CULTURA E SCIENZE DEL COLORE / COLOR CULTURE AND SCIENCE;Exploring the relationship between LEDs Lighting, Urban materials chromaticity and People: measurements, design and evaluation;ELETTRONICO;2;-0;D. Casciani;M. Rossi;-0;;;;;;;;;;;;;
-0;Comitato scientifico;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;Le Corbusier, critica architettonica;eng ita;;-0;http://hdl.handle.net/11311/1044534;2017;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;RASSEGNA DI ARCHITETTURA E URBANISTICA;Tra le parole e le cose: la difficile eredità di Corbu;STAMPA;1;-0;F. Irace;;-0;;;;;;;;;;;;;
-0;Esperti anonimi;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/openAccess;-0;eng;-0;http://hdl.handle.net/11311/1044537;2017;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;THE DESIGN JOURNAL;Smart Solutions, “Smart Aesthetics”?;ELETTRONICO;2;-0;A. C. Russo;M. Ferrara;-0;;;;;;;;;;;;;
-0;Esperti anonimi;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;eng ita;;material, intelligence, sustainability, lightness, methodology, invention;http://hdl.handle.net/11311/1044564;2017;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;ITALIAN JOURNAL OF ENGINEERING GEOLOGY AND ENVIRONMENT;;Less material / More intelligence;ELETTRONICO;2;-0;D. Crippa;B. Di Prete;-0;;;;;;;;;;;;
-0;Esperti anonimi;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;eng;new service development; Service Design; value cocreation; Information Systems; Sociology and Political Science; Organizational Behavior and Human Resource Management;http://hdl.handle.net/11311/1044726;2018;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;;Service Design as an Approach to Implement the Value Cocreation Perspective in New Service Development;-0;2;-0;"Yu, Eun;Sangiorgi, Daniela";-0;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/openAccess;-0;eng;-0;http://hdl.handle.net/11311/1044730;2017;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;NAUTECH;Trends in the Master in Yacht Design;STAMPA;2;-0;A. Bionda;A. Ratti;-0;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/openAccess;-0;eng;-0;http://hdl.handle.net/11311/1044731;2017;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;NAUTECH;NEPTUNE 60 and LEIRIUS 65’: performance and style from MYD;-0;2;-0;A. Bionda;A. Ratti;-0;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/openAccess;-0;eng;-0;http://hdl.handle.net/11311/1044732;2017;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;NAUTECH;Greywolf, 40-metre explorer yacht concept;-0;2;-0;A. Bionda;A. Ratti;-0;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/openAccess;-0;eng ita;;design, autoproduzione,;http://hdl.handle.net/11311/1044768;2013;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;OTTAGONO;;"""[A] come Autoproduzione. Dall'industrial design all'industrious design - Self-Made Design. From industrial design to industrious design""";STAMPA;2;-0;M. Bianchini;S. Maffei;-0;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;eng ita;;hotel, design, interior design, brand design, contract;http://hdl.handle.net/11311/1045104;2017;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;DHD HOTEL DESIGN DIFFUSION;;Nuovi hotel di stile - New Style hotels;-0;2;-0;"Elgani, Elena;Scullica, Francesco";-0;;;;;;;;;;;;;
-0;Comitato scientifico;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/openAccess;Franco Albini;ita;;http://hdl.handle.net/11311/1045130;2017;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;AIS / DESIGN;Franco Albini e il progetto dell’effimero (1936-1958): le fonti d’archivio come tracce dell’evoluzione di un metodo;ELETTRONICO;1;-0;C. Lecce;-0;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/openAccess;-0;eng ita;;Irving Penn;http://hdl.handle.net/11311/1045133;2017;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;DOMUS;;"Profezia del “New domestic landscape"" italiano";STAMPA;2;-0;G. Bosoni;C. Lecce;-0;;;;;;;;;;;;
-0;Esperti anonimi;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/openAccess;-0;eng;-0;http://hdl.handle.net/11311/1045189;2017;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;COLOR RESEARCH AND APPLICATION;Color loci placemaking: The urban color between needs of continuity and renewal;ELETTRONICO;1;-0;C. Boeri;-0;;;;;;;;;;;;;;
-0;Esperti anonimi;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;ita;-0;http://hdl.handle.net/11311/1045224;2017;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;TERRITORIO;WeMi: un progetto di identità per il welfare;STAMPA;1;-0;valeria luisa bucchetti;-0;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;eng;-0;http://hdl.handle.net/11311/1045227;2017;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;THE DESIGN JOURNAL;Make the environment the (Next) Economy;ELETTRONICO;1;-0;Monna, Vanessa;-0;;;;;;;;;;;;;;
-0;Esperti anonimi;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/openAccess;-0;eng;-0;http://hdl.handle.net/11311/1045272;2017;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;THE DESIGN JOURNAL;Semiotics in Design Education. Semiotics by Design;ELETTRONICO;2;-0;Michela Deni;Salvatore Zingale;-0;;;;;;;;;;;;;
-0;Comitato scientifico;-0;01.1 Articolo in Rivista;none;Desig, Semiotica, Traduzione, Designer, Forma;eng ita;ita;-0;http://hdl.handle.net/11311/1045303;2017;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;PROGETTO GRAFICO;;ll progetto delle forme. Modelli semiotici per il design-traduttore;STAMPA;2;-0;"Salvatore ZIngale;PATUZZO, EMILIO";-0;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/openAccess;-0;eng;-0;http://hdl.handle.net/11311/1045480;2017;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;THE DESIGN JOURNAL;"The choice of design. From businesses’ conditions
to businesses’ attitudes";-0;1;-0;Mariana Fonseca Braga;-0;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/openAccess;-0;eng;-0;http://hdl.handle.net/11311/1045489;2017;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;GESTAO & TECNOLOGIA DE PROJETOS;CEASING COPYCAT BEHAVIOUR: DEVELOPING PRODUCT-DESIGN IDENTITY THROUGH INDUSTRY AND HANDCRAFT INTERACTION;-0;1;-0;Mariana Fonseca Braga;-0;;;;;;;;;;;;;;
-0;Comitato scientifico;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/openAccess;-0;eng;-0;http://hdl.handle.net/11311/1045598;2017;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;EUROPEAN PUBLIC & SOCIAL INNOVATION REVIEW;Introducting Design Thinking in Social Innovation and in Public Sector: A design-based learning framework;ELETTRONICO;3;-0;Francesca Rizzo;Alessandro Deserti;Onur Cobanli;-0;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;none;-0;eng;digital communities; language; Urbanscope; Social Psychology; Cultural Studies; 3304; Sociology and Political Science; Social Sciences (all);http://hdl.handle.net/11311/1045694;2017;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;AMERICAN BEHAVIORAL SCIENTIST;Urbanscope: A Lens to Observe Language Mix in Cities;ELETTRONICO;5;-0;"Arnaboldi, Michela;Brambilla, Marco;Cassottana, Beatrice;Ciuccarelli, Paolo;Vantini, Simone";-0;;;;;;;
-0;Esperti anonimi;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/openAccess;-0;eng;-0;http://hdl.handle.net/11311/1046716;2017;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;THE DESIGN JOURNAL;Incremental and Radical Innovation: Design in Robotics for Autism. Teo and Riby robots. Evolutionary Development;STAMPA;4;-0;"M. Romero;A. Bonarini;BRIVIO, ANDREA;ROGACHEVA, KSENIA";-0;;;;;;;;;;;;;;
-0;Esperti anonimi;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;eng;-0;http://hdl.handle.net/11311/1047448;2018;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;CREATIVITY AND INNOVATION MANAGEMENT;New wine in old bottles or new bottles for new wine? Product language approaches in design‐intensive industries during technological turmoil;ELETTRONICO;3;-0;C. Cautela;M. Simoni;F. Zurlo;-0;;;;;;;;;;;;
-0;Comitato scientifico;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;eng ita;ita;-0;http://hdl.handle.net/11311/1047497;2018;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;PROGETTI SOSTENIBILI PER LA COMPLESSITA';;Adattivo e sostenibile. Dalla natura al progetto, tra interazione e mutazione;STAMPA;1;-0;Nebuloni A.;-0;;;;;;;;;;;;;
-0;Esperti anonimi;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/openAccess;-0;eng;-0;http://hdl.handle.net/11311/1047648;2012;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;TECNOSCIENZA;HeLa. Reconstructing an Immortal Bio;ELETTRONICO;4;-0;S. Crabu;S. Casati;M. Lavitrano;M. Turrini;-0;;;;;;;;;;;
-0;Esperti anonimi;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;eng;Case study research; Designer-client relationships; New service development; Service design; Architecture2300 Environmental Science (all);DESIGN STUDIES; Engineering (all); Social Sciences (all); Computer Science Applications1707 Computer Vision and Pattern Recognition; Artificial Intelligence;http://hdl.handle.net/11311/1047660;2018;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;;Exploring the transformative impacts of service design: The role of designer-client relationships in the service development process;ELETTRONICO;2;-0;"Yu, Eun;Sangiorgi, Daniela";-0;;;;;
-0;Nessuno;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/openAccess;-0;eng ita;ita;simulazione; realtà virtuale; realtà aumentata; training basato sulla simulazione;MEDICINA E CHIRURGIA; virtual reality; augmented reality; simulation-based training;http://hdl.handle.net/11311/1047693;2017;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;;"La simulazione medica nel futuro: un tentativo di visioning
The health simulation in the future: an attempt of visioning";STAMPA;4;-0;"Volontè Fabio;IANNIELLO, ALESSANDRO;Bisson Mario;Ingrassia Pier Luigi";-0;;;;;;
-0;Comitato scientifico;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;Mario Tedeschi,  architettura, Milano, arte, archivi;ita;-0;http://hdl.handle.net/11311/1048283;2018;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;RECUPERO E CONSERVAZIONE;Mario Tedeschi: arte, interni e architettura in un archivio ritrovato;ELETTRONICO;1;-0;M. T. Feraboli;-0;;;;;;;;;;;;;;
-0;Comitato scientifico;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/openAccess;-0;eng;-0;http://hdl.handle.net/11311/1049494;2017;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;ITEC - International teacher Education Conference;Learning design by design experience. International teacher Education Conference;STAMPA;1;-0;davide bruno;-0;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;eng;-0;http://hdl.handle.net/11311/1049498;2000;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;PACKAGING TECHNOLOGY AND SCIENCE;Active Packaging as an Opportunity to Create Package Design that Reflects the Communicational, Functional and Logistical Requirements of Food Products;-0;1;-0;Meroni, A.;-0;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;eng;-0;http://hdl.handle.net/11311/1049908;2017;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;ELECTRONIC NOTES IN DISCRETE MATHEMATICS;A three-phase matheuristic for the time-effective electric vehicle routing problem with partial recharges.;-0;5;-0;M. Bruglieri;S. Mancini;F. Pezzella;O. Pisacane;S. Suraci;-0;;;;;;;;;;
-0;Esperti anonimi;-0;-0;none;-0;eng;-0;http://hdl.handle.net/11311/1049916;2017;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;DISCRETE OPTIMIZATION;Heuristic algorithms for the operator-based relocation problem in one-way electric carsharing systems.;-0;3;-0;M. Bruglieri;F. Pezzella;O. Pisacane;-0;;;;;;;;;;;;
-0;Esperti anonimi;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;eng;-0;http://hdl.handle.net/11311/1049918;2018;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;TRANSPORTATION SCIENCE;A special VRP arising in the optimization of waste disposal: a real case;ELETTRONICO;4;-0;R. Aringhieri;M. Bruglieri;F. Malucelli;M. Nonato;-0;;;;;;;;;;;
-0;Esperti anonimi;-0;01.1 Articolo in Rivista;none;-0;eng;-0;http://hdl.handle.net/11311/1049925;9999;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;DISCRETE APPLIED MATHEMATICS;An Adaptive Large Neighborhood Search for Relocating Vehicles in Electric Carsharing Services;-0;3;-0;M. Bruglieri;F. Pezzella;O. Pisacane;-0;;;;;;;;;;;;
